sequence_number,V_allele,D_allele,J_allele
40232,ighv3-35*02,ighd5-5*01,ighj6*04
40233,ighv4-61*08,ighd6-19*01,ighj5*01
40234,ighv1-58*02,ighd3-22*01,ighj4*03
40235,ighv1-3*02,ighd6-6*01,ighj4*02
40236,ighv1-69-2*01,ighd2-15*01,ighj6*01
40237,ighv1-45*02,ighd2-15*01,ighj4*02
40238,ighv4-30-2*03,ighd3-3*01,ighj4*02
40239,ighv3-35*02,ighd2-2*02,ighj5*02
40240,ighv1-8*01,ighd7-27*01,ighj4*02
40241,ighv3-43d*04,ighd5-18*01,ighj1*01
40242,ighv7-4-1*02,ighd4-17*01,ighj4*02
40243,ighv3-23d*01,ighd1-20*01,ighj4*03
40244,ighv2-70*20,ighd1-1*01,ighj4*03
40245,ighv4-34*09,ighd3-9*01,ighj6*04
40246,ighv1-18*03,ighd6-19*01,ighj6*04
40247,ighv1-8*01,ighd4-4*01,ighj4*02
40248,ighv2-26*02,ighd7-27*01,ighj6*01
40249,ighv5-10-1*03,ighd2-21*01,ighj4*02
40250,ighv3-35*02,ighd2-15*01,ighj1*01
40251,ighv3-64d*09,ighd6-6*01,ighj3*01
40252,ighv2-26*03,ighd1-7*01,ighj4*02
40253,ighv3-48*03,ighd3-10*01,ighj4*02
40254,ighv3-30-3*03,ighd3-16*01,ighj4*02
40255,ighv1-2*07,ighd3-22*01,ighj4*03
40256,ighv3-30-5*01,ighd4-4*01,ighj6*04
40257,ighv3-53*01,ighd1-26*01,ighj5*02
40258,ighv1-2*07,ighd4-17*01,ighj6*01
40259,ighv3-15*05,ighd2-2*02,ighj5*02
40260,ighv1-24*01,ighd3-10*02,ighj6*01
40261,ighv3-23*01,ighd5-18*01,ighj4*02
40262,ighv4-34*10,ighd6-6*01,ighj6*01
40263,ighv1-58*01,ighd2-15*01,ighj3*01
40264,ighv3-49*05,ighd6-25*01,ighj6*01
40265,ighv1-45*01,ighd2-8*02,ighj2*01
40266,ighv3-48*03,ighd3-10*01,ighj4*02
40267,ighv1-45*01,ighd3-16*02,ighj6*01
40268,ighv1-69*09,ighd2-21*01,ighj5*02
40269,ighv1-8*01,ighd3-9*01,ighj4*02
40270,ighv1-46*04,ighd5-5*01,ighj5*01
40271,ighv5-51*03,ighd2-15*01,ighj4*02
40272,ighv2-70d*14,ighd2-15*01,ighj4*02
40273,ighv1-58*01,ighd7-27*01,ighj4*02
40274,ighv1-8*01,ighd1-20*01,ighj6*04
40275,ighv1-69-2*01,ighd1-7*01,ighj4*02
40276,ighv1-8*01,ighd3-3*01,ighj4*02
40277,ighv1-46*04,ighd6-13*01,ighj5*01
40278,ighv4-30-4*01,ighd1-1*01,ighj4*02
40279,ighv3-9*02,ighd1-26*01,ighj6*01
40280,ighv1-2*06,ighd6-25*01,ighj6*04
40281,ighv1-69-2*01,ighd2-15*01,ighj4*02
40282,ighv1-69-2*01,ighd4-4*01,ighj4*02
40283,ighv1-18*03,ighd6-13*01,ighj4*02
40284,ighv1-24*01,ighd5-18*01,ighj4*03
40285,ighv1-3*02,ighd1-20*01,ighj3*01
40286,ighv3-72*01,ighd1-26*01,ighj6*04
40287,ighv1-8*02,ighd4-4*01,ighj6*01
40288,ighv1-8*02,ighd6-6*01,ighj3*02
40289,ighv1-24*01,ighd2-21*01,ighj3*01
40290,ighv1-58*02,ighd2-8*02,ighj5*01
40291,ighv2-5*01,ighd2-15*01,ighj6*04
40292,ighv6-1*02,ighd3-3*02,ighj4*03
40293,ighv3-30-5*02,ighd3-10*02,ighj6*01
40294,ighv1-69d*01,ighd1-20*01,ighj3*02
40295,ighv3-23*04,ighd2-8*02,ighj4*03
40296,ighv1-24*01,ighd1-1*01,ighj4*03
40297,ighv1-58*02,ighd6-6*01,ighj4*03
40298,ighv1-8*01,ighd2-2*02,ighj4*02
40299,ighv3-62*04,ighd6-25*01,ighj4*02
40300,ighv1-18*03,ighd6-25*01,ighj4*02
40301,ighv3-66*03,ighd6-6*01,ighj3*01
40302,ighv1-69d*01,ighd1-26*01,ighj5*01
40303,ighv3-48*04,ighd1-1*01,ighj6*01
40304,ighv1-2*07,ighd2-2*01,ighj4*03
40305,ighv1-69d*01,ighd3-22*01,ighj5*02
40306,ighv1-69*14,ighd1-26*01,ighj5*01
40307,ighv3-15*05,ighd6-25*01,ighj5*02
40308,ighv3-64d*06,ighd6-19*01,ighj4*03
40309,ighv1-69-2*01,ighd4-17*01,ighj6*01
40310,ighv1-69-2*01,ighd3-16*02,ighj4*03
40311,ighv1-69*09,ighd3-16*01,ighj4*02
40312,ighv1-3*03,ighd1-26*01,ighj5*01
40313,ighv1-24*01,ighd3-9*01,ighj5*02
40314,ighv2-26*03,ighd2-15*01,ighj4*02
40315,ighv4-61*02,ighd3-16*01,ighj5*02
40316,ighv3-53*02,ighd6-25*01,ighj6*01
40317,ighv3-23d*01,ighd4-4*01,ighj4*02
40318,ighv2-70*20,ighd2-21*02,ighj4*03
40319,ighv1-18*04,ighd1-1*01,ighj5*01
40320,ighv3-64*03,ighd6-13*01,ighj1*01
40321,ighv5-10-1*03,ighd4-17*01,ighj1*01
40322,ighv2-70d*14,ighd2-8*01,ighj6*04
40323,ighv1-69d*01,ighd4-4*01,ighj2*01
40324,ighv5-10-1*04,ighd3-16*02,ighj6*01
40325,ighv1-3*03,ighd6-6*01,ighj3*02
40326,ighv1-24*01,ighd6-19*01,ighj3*01
40327,ighv1-69*14,ighd2-2*01,ighj4*03
40328,ighv1-69*09,ighd3-16*01,ighj5*02
40329,ighv1-69-2*01,ighd5-18*01,ighj4*02
40330,ighv6-1*02,ighd3-16*02,ighj6*01
40331,ighv3-74*02,ighd6-6*01,ighj5*01
40332,ighv2-26*03,ighd2-21*01,ighj5*02
40333,ighv1-18*04,ighd3-3*02,ighj4*03
40334,ighv1-3*02,ighd6-6*01,ighj4*02
40335,ighv1-45*02,ighd2-8*01,ighj4*02
40336,ighv5-10-1*04,ighd6-25*01,ighj6*01
40337,ighv1-45*01,ighd3-22*01,ighj5*01
40338,ighv1-58*01,ighd3-16*01,ighj4*02
40339,ighv3-48*04,ighd3-9*01,ighj4*03
40340,ighv2-5*02,ighd4-17*01,ighj5*01
40341,ighv1-8*02,ighd3-10*02,ighj3*02
40342,ighv1-8*01,ighd6-19*01,ighj4*02
40343,ighv3-23d*01,ighd6-6*01,ighj4*03
40344,ighv7-4-1*01,ighd4-17*01,ighj4*03
40345,ighv1-58*01,ighd2-21*01,ighj4*02
40346,ighv3-43d*03,ighd3-10*02,ighj4*03
40347,ighv3-48*04,ighd6-13*01,ighj4*03
40348,ighv3-7*05,ighd7-27*01,ighj4*02
40349,ighv1-3*02,ighd7-27*01,ighj4*02
40350,ighv1-58*01,ighd3-9*01,ighj4*02
40351,ighv2-70d*04,ighd3-3*02,ighj5*01
40352,ighv4-30-2*05,ighd6-19*01,ighj3*02
40353,ighv1-69-2*01,ighd2-8*02,ighj3*02
40354,ighv1-3*03,ighd6-25*01,ighj3*02
40355,ighv1-46*03,ighd6-19*01,ighj4*02
40356,ighv1-24*01,ighd6-25*01,ighj6*01
40357,ighv1-69-2*01,ighd3-3*01,ighj4*02
40358,ighv1-8*02,ighd6-6*01,ighj4*03
40359,ighv3-21*02,ighd2-8*01,ighj5*02
40360,ighv5-10-1*03,ighd2-8*01,ighj4*02
40361,ighv1-58*02,ighd1-1*01,ighj3*02
40362,ighv6-1*01,ighd5-12*01,ighj4*02
40363,ighv1-3*03,ighd2-8*02,ighj1*01
40364,ighv1-3*02,ighd2-2*02,ighj6*04
40365,ighv1-24*01,ighd5-12*01,ighj4*02
40366,ighv1-46*04,ighd3-16*02,ighj4*03
40367,ighv2-5*02,ighd4-17*01,ighj4*03
40368,ighv4-31*10,ighd3-9*01,ighj4*02
40369,ighv3-62*04,ighd3-3*01,ighj6*04
40370,ighv3-43d*03,ighd2-21*02,ighj3*02
40371,ighv2-70*20,ighd4-4*01,ighj6*01
40372,ighv2-26*02,ighd2-8*02,ighj4*03
40373,ighv1-69d*01,ighd4-4*01,ighj3*01
40374,ighv3-66*01,ighd5-18*01,ighj4*03
40375,ighv3-13*05,ighd2-2*01,ighj3*02
40376,ighv5-10-1*03,ighd2-8*01,ighj5*02
40377,ighv2-70d*14,ighd5-5*01,ighj4*02
40378,ighv3-33*02,ighd2-21*02,ighj4*03
40379,ighv2-70d*14,ighd6-13*01,ighj3*01
40380,ighv1-69d*01,ighd2-8*02,ighj3*02
40381,ighv3-64d*09,ighd3-16*01,ighj4*02
40382,ighv3-49*05,ighd6-6*01,ighj6*01
40383,ighv1-46*04,ighd3-22*01,ighj6*01
40384,ighv1-69-2*01,ighd3-10*01,ighj4*02
40385,ighv1-8*02,ighd3-16*02,ighj4*03
40386,ighv1-58*02,ighd6-25*01,ighj5*01
40387,ighv1-69d*01,ighd6-13*01,ighj3*01
40388,ighv3-35*02,ighd5-12*01,ighj3*02
40389,ighv1-45*02,ighd4-17*01,ighj4*02
40390,ighv3-43d*03,ighd6-6*01,ighj6*01
40391,ighv4-61*02,ighd6-13*01,ighj4*02
40392,ighv1-18*04,ighd6-25*01,ighj6*01
40393,ighv1-69-2*01,ighd6-13*01,ighj5*02
40394,ighv3-49*01,ighd3-22*01,ighj4*02
40395,ighv3-15*06,ighd3-10*02,ighj6*01
40396,ighv2-26*03,ighd3-16*01,ighj4*02
40397,ighv3-64*05,ighd1-20*01,ighj4*02
40398,ighv3-72*01,ighd3-10*01,ighj4*02
40399,ighv6-1*02,ighd6-25*01,ighj3*02
40400,ighv3-23*04,ighd6-13*01,ighj1*01
40401,ighv1-2*06,ighd2-8*01,ighj4*02
40402,ighv2-26*02,ighd2-21*02,ighj5*01
40403,ighv1-46*04,ighd3-16*02,ighj3*02
40404,ighv1-8*02,ighd2-15*01,ighj2*01
40405,ighv1-45*01,ighd3-16*02,ighj4*03
40406,ighv3-49*05,ighd5-18*01,ighj4*03
40407,ighv2-70d*14,ighd3-16*01,ighj3*01
40408,ighv2-5*01,ighd2-2*02,ighj4*02
40409,ighv6-1*01,ighd6-13*01,ighj6*04
40410,ighv2-70*10,ighd3-22*01,ighj4*02
40411,ighv1-2*07,ighd2-2*01,ighj3*02
40412,ighv7-4-1*01,ighd5-12*01,ighj4*03
40413,ighv3-49*01,ighd2-21*01,ighj4*02
40414,ighv1-2*06,ighd6-13*01,ighj3*01
40415,ighv1-18*04,ighd4-17*01,ighj4*03
40416,ighv1-2*06,ighd3-10*01,ighj1*01
40417,ighv2-70*10,ighd1-7*01,ighj4*02
40418,ighv3-21*06,ighd3-3*02,ighj6*01
40419,ighv3-21*06,ighd2-8*02,ighj4*03
40420,ighv3-21*02,ighd3-22*01,ighj4*02
40421,ighv1-8*01,ighd2-21*01,ighj5*02
40422,ighv1-2*06,ighd4-17*01,ighj4*02
40423,ighv1-2*07,ighd2-2*01,ighj5*01
40424,ighv1-69d*01,ighd5-18*01,ighj3*01
40425,ighv3-43d*03,ighd3-22*01,ighj4*03
40426,ighv2-70d*04,ighd6-25*01,ighj5*01
40427,ighv1-69-2*01,ighd4-4*01,ighj5*01
40428,ighv3-20*04,ighd6-25*01,ighj4*02
40429,ighv3-43d*04,ighd5-5*01,ighj6*04
40430,ighv3-72*01,ighd3-16*02,ighj6*01
40431,ighv2-26*03,ighd2-15*01,ighj4*02
40432,ighv1-8*02,ighd5-12*01,ighj4*03
40433,ighv1-69*14,ighd5-5*01,ighj5*01
40434,ighv3-66*03,ighd5-12*01,ighj6*04
40435,ighv2-70*10,ighd3-3*01,ighj4*02
40436,ighv3-73*01,ighd1-20*01,ighj1*01
40437,ighv3-74*02,ighd3-10*02,ighj4*03
40438,ighv2-70d*04,ighd3-10*02,ighj6*01
40439,ighv1-18*04,ighd6-13*01,ighj3*02
40440,ighv1-69d*01,ighd6-13*01,ighj4*02
40441,ighv1-69*09,ighd6-13*01,ighj5*02
40442,ighv2-70d*04,ighd4-17*01,ighj4*03
40443,ighv2-26*03,ighd1-26*01,ighj6*04
40444,ighv3-15*05,ighd3-9*01,ighj4*02
40445,ighv3-64d*06,ighd6-13*01,ighj4*03
40446,ighv1-69d*01,ighd2-8*02,ighj5*01
40447,ighv1-8*01,ighd1-26*01,ighj5*02
40448,ighv2-70d*14,ighd5-18*01,ighj4*02
40449,ighv1-45*01,ighd6-25*01,ighj5*01
40450,ighv5-10-1*03,ighd3-22*01,ighj4*02
40451,ighv3-30-5*02,ighd3-16*02,ighj4*03
40452,ighv1-69d*01,ighd3-16*01,ighj4*02
40453,ighv3-33*02,ighd3-3*02,ighj4*03
40454,ighv3-30*04,ighd5-18*01,ighj6*01
40455,ighv3-23*04,ighd2-21*02,ighj4*03
40456,ighv3-43d*04,ighd3-3*01,ighj3*01
40457,ighv2-5*01,ighd1-20*01,ighj4*02
40458,ighv1-8*02,ighd4-17*01,ighj6*01
40459,ighv3-13*01,ighd6-13*01,ighj6*04
40460,ighv7-4-1*02,ighd3-3*01,ighj3*01
40461,ighv1-69*09,ighd1-20*01,ighj4*02
40462,ighv1-69*09,ighd5-18*01,ighj4*02
40463,ighv1-8*01,ighd3-16*01,ighj5*02
40464,ighv6-1*01,ighd3-9*01,ighj4*02
40465,ighv3-33*06,ighd3-22*01,ighj6*04
40466,ighv3-30*03,ighd2-8*01,ighj4*02
40467,ighv1-3*03,ighd3-3*02,ighj5*01
40468,ighv1-8*01,ighd3-10*01,ighj6*04
40469,ighv1-2*06,ighd6-19*01,ighj4*02
40470,ighv1-69d*01,ighd3-10*01,ighj6*04
40471,ighv3-13*05,ighd3-16*02,ighj6*01
40472,ighv3-33*02,ighd6-13*01,ighj4*03
40473,ighv1-8*01,ighd6-13*01,ighj4*02
40474,ighv3-15*06,ighd3-22*01,ighj5*01
40475,ighv3-21*02,ighd3-3*01,ighj5*02
40476,ighv1-69d*01,ighd3-10*02,ighj4*03
40477,ighv1-69-2*01,ighd1-26*01,ighj6*01
40478,ighv3-66*01,ighd3-16*02,ighj6*01
40479,ighv1-46*04,ighd5-5*01,ighj4*03
40480,ighv3-9*01,ighd1-7*01,ighj4*02
40481,ighv1-18*04,ighd2-8*02,ighj6*01
40482,ighv3-48*04,ighd3-22*01,ighj6*01
40483,ighv3-23d*01,ighd3-16*02,ighj4*03
40484,ighv3-11*06,ighd3-16*02,ighj4*03
40485,ighv1-18*04,ighd6-6*01,ighj4*03
40486,ighv1-45*02,ighd4-17*01,ighj4*02
40487,ighv3-33*06,ighd3-22*01,ighj4*02
40488,ighv3-30-5*02,ighd3-3*02,ighj4*03
40489,ighv2-70*10,ighd2-15*01,ighj3*01
40490,ighv1-69*14,ighd6-6*01,ighj4*03
40491,ighv1-69-2*01,ighd2-21*01,ighj4*02
40492,ighv1-46*04,ighd6-19*01,ighj5*01
40493,ighv2-70d*14,ighd6-25*01,ighj4*02
40494,ighv1-3*03,ighd6-19*01,ighj6*01
40495,ighv3-30-3*02,ighd5-5*01,ighj4*03
40496,ighv3-43*02,ighd4-4*01,ighj4*02
40497,ighv1-58*01,ighd1-7*01,ighj4*02
40498,ighv2-70d*14,ighd3-3*01,ighj3*01
40499,ighv1-45*02,ighd5-18*01,ighj4*02
40500,ighv1-18*03,ighd6-25*01,ighj6*04
40501,ighv1-8*01,ighd4-17*01,ighj4*02
40502,ighv1-3*03,ighd3-10*02,ighj6*01
40503,ighv4-30-4*02,ighd6-19*01,ighj4*03
40504,ighv2-5*02,ighd4-4*01,ighj6*01
40505,ighv2-5*01,ighd5-12*01,ighj3*01
40506,ighv1-58*01,ighd3-3*01,ighj4*02
40507,ighv3-30-3*02,ighd2-2*01,ighj3*02
40508,ighv2-26*03,ighd2-15*01,ighj4*02
40509,ighv3-48*03,ighd2-15*01,ighj4*02
40510,ighv1-2*07,ighd2-15*01,ighj4*03
40511,ighv1-69*09,ighd2-8*01,ighj4*02
40512,ighv1-69-2*01,ighd5-5*01,ighj4*02
40513,ighv1-8*02,ighd5-12*01,ighj3*02
40514,ighv2-70*20,ighd1-1*01,ighj3*02
40515,ighv5-51*07,ighd1-26*01,ighj4*03
40516,ighv3-30-3*02,ighd6-13*01,ighj4*03
40517,ighv1-58*01,ighd2-8*01,ighj3*01
40518,ighv1-2*07,ighd6-6*01,ighj5*01
40519,ighv1-69-2*01,ighd3-22*01,ighj6*01
40520,ighv3-43d*03,ighd2-15*01,ighj5*01
40521,ighv2-70d*14,ighd6-13*01,ighj4*02
40522,ighv2-5*01,ighd2-2*02,ighj4*02
40523,ighv3-43*01,ighd3-22*01,ighj4*03
40524,ighv4-38-2*01,ighd3-9*01,ighj4*02
40525,ighv1-3*03,ighd2-8*02,ighj3*02
40526,ighv5-10-1*03,ighd2-21*01,ighj4*02
40527,ighv4-34*09,ighd4-4*01,ighj4*02
40528,ighv3-30-5*02,ighd2-21*02,ighj4*03
40529,ighv3-23*04,ighd6-6*01,ighj5*01
40530,ighv3-15*06,ighd1-1*01,ighj4*03
40531,ighv1-46*04,ighd6-19*01,ighj6*01
40532,ighv1-8*02,ighd3-3*02,ighj4*03
40533,ighv1-24*01,ighd1-1*01,ighj4*03
40534,ighv1-8*01,ighd2-2*02,ighj4*02
40535,ighv3-13*05,ighd3-16*02,ighj4*03
40536,ighv1-46*03,ighd1-20*01,ighj3*01
40537,ighv1-24*01,ighd2-15*01,ighj4*02
40538,ighv3-30-5*02,ighd6-25*01,ighj3*02
40539,ighv1-45*01,ighd3-10*02,ighj6*01
40540,ighv1-45*01,ighd3-16*02,ighj4*03
40541,ighv3-23*04,ighd2-8*02,ighj4*03
40542,ighv1-8*02,ighd3-10*02,ighj5*01
40543,ighv1-2*07,ighd5-12*01,ighj3*02
40544,ighv1-45*01,ighd2-2*01,ighj4*03
40545,ighv1-45*02,ighd3-9*01,ighj6*04
40546,ighv1-3*02,ighd3-16*01,ighj6*04
40547,ighv2-5*01,ighd2-21*01,ighj5*02
40548,ighv3-23*04,ighd1-1*01,ighj6*01
40549,ighv3-11*05,ighd4-17*01,ighj4*02
40550,ighv3-23*04,ighd3-3*02,ighj6*01
40551,ighv6-1*01,ighd2-8*01,ighj4*02
40552,ighv1-46*04,ighd4-17*01,ighj6*01
40553,ighv2-5*02,ighd1-26*01,ighj3*02
40554,ighv2-70d*14,ighd6-13*01,ighj5*02
40555,ighv3-48*03,ighd3-16*01,ighj4*02
40556,ighv1-69d*01,ighd3-22*01,ighj4*03
40557,ighv1-2*06,ighd1-1*01,ighj4*02
40558,ighv4-28*05,ighd3-9*01,ighj4*02
40559,ighv1-2*07,ighd2-21*02,ighj3*02
40560,ighv1-58*01,ighd2-21*01,ighj4*02
40561,ighv4-38-2*01,ighd2-21*01,ighj2*01
40562,ighv1-46*03,ighd3-9*01,ighj3*01
40563,ighv1-46*03,ighd1-7*01,ighj6*04
40564,ighv3-13*01,ighd2-15*01,ighj4*02
40565,ighv2-5*01,ighd6-13*01,ighj3*01
40566,ighv3-64*03,ighd3-9*01,ighj4*03
40567,ighv1-45*01,ighd3-10*02,ighj6*01
40568,ighv1-45*02,ighd4-4*01,ighj4*02
40569,ighv1-69*09,ighd2-21*01,ighj6*04
40570,ighv1-45*01,ighd2-21*02,ighj4*03
40571,ighv1-46*04,ighd2-21*02,ighj6*01
40572,ighv1-45*01,ighd3-16*02,ighj6*01
40573,ighv1-69*14,ighd6-13*01,ighj2*01
40574,ighv1-24*01,ighd3-10*01,ighj6*04
40575,ighv1-45*01,ighd3-10*02,ighj6*01
40576,ighv2-70d*04,ighd6-6*01,ighj6*01
40577,ighv2-70*10,ighd1-26*01,ighj5*02
40578,ighv1-46*03,ighd5-18*01,ighj3*01
40579,ighv1-24*01,ighd5-18*01,ighj1*01
40580,ighv3-11*06,ighd2-2*01,ighj3*02
40581,ighv1-3*02,ighd6-19*01,ighj4*02
40582,ighv1-46*03,ighd3-3*01,ighj5*02
40583,ighv2-70*20,ighd3-16*02,ighj4*03
40584,ighv1-45*02,ighd4-17*01,ighj6*04
40585,ighv2-5*01,ighd4-17*01,ighj6*04
40586,ighv3-9*02,ighd2-2*01,ighj4*03
40587,ighv1-46*04,ighd3-16*02,ighj4*03
40588,ighv2-70d*14,ighd1-1*01,ighj6*04
40589,ighv3-30-3*02,ighd5-5*01,ighj4*03
40590,ighv1-46*03,ighd3-10*01,ighj5*02
40591,ighv1-69d*01,ighd6-25*01,ighj5*02
40592,ighv2-26*02,ighd3-3*02,ighj4*03
40593,ighv4-59*01,ighd3-16*01,ighj4*02
40594,ighv3-43*02,ighd4-4*01,ighj5*02
40595,ighv1-24*01,ighd6-25*01,ighj4*02
40596,ighv3-23d*01,ighd6-6*01,ighj5*01
40597,ighv3-23*01,ighd2-15*01,ighj4*02
40598,ighv3-53*02,ighd2-8*02,ighj5*01
40599,ighv3-30-5*02,ighd6-19*01,ighj4*03
40600,ighv1-69d*01,ighd3-10*01,ighj6*04
40601,ighv2-5*01,ighd2-8*01,ighj6*04
40602,ighv3-62*04,ighd3-3*02,ighj4*03
40603,ighv2-70*20,ighd3-16*02,ighj6*01
40604,ighv1-18*04,ighd3-3*02,ighj2*01
40605,ighv1-69d*01,ighd2-8*01,ighj1*01
40606,ighv4-61*08,ighd3-3*02,ighj6*01
40607,ighv1-46*03,ighd5-18*01,ighj4*02
40608,ighv1-8*02,ighd4-4*01,ighj4*03
40609,ighv3-49*01,ighd3-16*01,ighj4*02
40610,ighv2-70d*14,ighd2-15*01,ighj4*02
40611,ighv3-15*05,ighd3-16*01,ighj6*04
40612,ighv2-5*01,ighd2-21*01,ighj3*01
40613,ighv2-70d*04,ighd3-16*02,ighj4*03
40614,ighv1-46*04,ighd5-18*01,ighj5*01
40615,ighv2-70*10,ighd1-7*01,ighj3*01
40616,ighv1-3*03,ighd1-1*01,ighj4*03
40617,ighv1-46*04,ighd2-15*01,ighj4*03
40618,ighv1-18*04,ighd5-5*01,ighj3*02
40619,ighv1-69-2*01,ighd3-3*02,ighj4*03
40620,ighv1-58*02,ighd3-3*02,ighj4*03
40621,ighv3-66*03,ighd5-12*01,ighj5*02
40622,ighv1-45*01,ighd7-27*01,ighj4*03
40623,ighv3-74*03,ighd3-3*01,ighj2*01
40624,ighv2-70d*14,ighd3-10*01,ighj4*02
40625,ighv3-21*06,ighd2-21*02,ighj4*03
40626,ighv1-2*06,ighd3-9*01,ighj4*02
40627,ighv3-23d*01,ighd6-6*01,ighj3*01
40628,ighv1-46*03,ighd3-22*01,ighj4*02
40629,ighv3-20*04,ighd3-3*01,ighj4*02
40630,ighv3-48*04,ighd1-26*01,ighj3*02
40631,ighv2-70*20,ighd2-15*01,ighj4*03
40632,ighv1-69d*01,ighd5-5*01,ighj4*02
40633,ighv1-3*03,ighd2-15*01,ighj3*02
40634,ighv1-18*04,ighd4-4*01,ighj4*03
40635,ighv4-59*01,ighd1-26*01,ighj4*02
40636,ighv2-5*01,ighd1-1*01,ighj4*02
40637,ighv1-46*03,ighd5-18*01,ighj5*02
40638,ighv2-5*02,ighd3-22*01,ighj2*01
40639,ighv1-69-2*01,ighd4-4*01,ighj4*03
40640,ighv3-72*01,ighd3-9*01,ighj4*02
40641,ighv1-69-2*01,ighd5-5*01,ighj4*03
40642,ighv6-1*01,ighd5-5*01,ighj4*02
40643,ighv4-61*08,ighd6-19*01,ighj4*03
40644,ighv1-46*04,ighd3-3*02,ighj6*01
40645,ighv3-48*03,ighd6-25*01,ighj5*02
40646,ighv5-10-1*04,ighd3-16*02,ighj6*01
40647,ighv1-8*02,ighd6-6*01,ighj4*03
40648,ighv3-nl1*01,ighd2-8*02,ighj4*03
40649,ighv4-30-4*02,ighd6-13*01,ighj4*03
40650,ighv2-5*01,ighd3-16*01,ighj4*02
40651,ighv1-69*14,ighd3-3*02,ighj5*01
40652,ighv2-26*03,ighd2-21*01,ighj6*04
40653,ighv2-70*20,ighd1-7*01,ighj6*01
40654,ighv1-46*04,ighd4-17*01,ighj4*03
40655,ighv2-70d*14,ighd2-2*02,ighj6*04
40656,ighv1-18*03,ighd3-10*01,ighj4*02
40657,ighv1-46*04,ighd6-25*01,ighj2*01
40658,ighv1-69*14,ighd4-4*01,ighj4*03
40659,ighv3-13*01,ighd3-10*01,ighj4*02
40660,ighv4-61*08,ighd3-22*01,ighj3*02
40661,ighv4-34*10,ighd3-22*01,ighj6*01
40662,ighv3-13*01,ighd2-2*02,ighj2*01
40663,ighv1-8*01,ighd2-8*01,ighj3*01
40664,ighv4-59*11,ighd3-10*02,ighj5*01
40665,ighv1-3*03,ighd3-10*02,ighj3*02
40666,ighv3-30-5*01,ighd2-21*01,ighj3*01
40667,ighv4-4*01,ighd7-27*01,ighj6*04
40668,ighv1-69-2*01,ighd3-9*01,ighj3*02
40669,ighv1-8*02,ighd6-25*01,ighj4*03
40670,ighv1-58*01,ighd2-15*01,ighj5*02
40671,ighv1-3*02,ighd3-16*01,ighj6*04
40672,ighv3-64*05,ighd3-16*01,ighj6*04
40673,ighv1-69d*01,ighd6-19*01,ighj6*04
40674,ighv1-8*02,ighd5-12*01,ighj3*02
40675,ighv3-66*03,ighd5-18*01,ighj4*02
40676,ighv1-69-2*01,ighd6-6*01,ighj4*03
40677,ighv1-45*01,ighd4-17*01,ighj4*03
40678,ighv3-9*02,ighd1-1*01,ighj4*03
40679,ighv2-5*02,ighd3-3*02,ighj3*02
40680,ighv1-8*02,ighd4-4*01,ighj4*03
40681,ighv2-26*03,ighd2-21*01,ighj6*04
40682,ighv2-70d*04,ighd2-2*01,ighj4*03
40683,ighv1-2*06,ighd6-6*01,ighj6*04
40684,ighv1-8*02,ighd2-15*01,ighj5*01
40685,ighv2-70d*14,ighd1-1*01,ighj6*04
40686,ighv6-1*02,ighd1-26*01,ighj6*01
40687,ighv3-64*03,ighd2-2*01,ighj4*03
40688,ighv1-46*03,ighd3-16*01,ighj3*01
40689,ighv2-70d*14,ighd5-5*01,ighj4*02
40690,ighv2-70*20,ighd2-8*02,ighj6*01
40691,ighv2-5*01,ighd3-9*01,ighj4*02
40692,ighv1-46*04,ighd1-26*01,ighj5*01
40693,ighv1-58*02,ighd3-9*01,ighj5*01
40694,ighv1-3*02,ighd3-22*01,ighj4*02
40695,ighv1-69-2*01,ighd5-5*01,ighj4*02
40696,ighv2-5*02,ighd3-3*02,ighj3*02
40697,ighv5-51*07,ighd2-15*01,ighj3*02
40698,ighv1-69*14,ighd3-10*02,ighj4*03
40699,ighv1-18*04,ighd1-7*01,ighj3*02
40700,ighv1-8*01,ighd2-15*01,ighj4*02
40701,ighv1-69-2*01,ighd3-3*01,ighj4*02
40702,ighv3-30-5*01,ighd2-8*01,ighj5*02
40703,ighv3-23d*01,ighd3-22*01,ighj5*02
40704,ighv2-70d*14,ighd1-26*01,ighj2*01
40705,ighv3-35*02,ighd3-10*02,ighj5*01
40706,ighv1-24*01,ighd1-1*01,ighj4*03
40707,ighv3-64d*09,ighd1-26*01,ighj6*04
40708,ighv1-58*02,ighd4-17*01,ighj4*03
40709,ighv3-64*03,ighd5-12*01,ighj4*03
40710,ighv1-58*02,ighd1-1*01,ighj6*01
40711,ighv1-24*01,ighd1-20*01,ighj4*03
40712,ighv1-18*04,ighd5-18*01,ighj6*01
40713,ighv3-13*05,ighd6-25*01,ighj4*03
40714,ighv2-70d*14,ighd6-25*01,ighj4*02
40715,ighv3-74*02,ighd3-10*02,ighj4*03
40716,ighv2-70*20,ighd3-3*02,ighj4*03
40717,ighv3-49*05,ighd3-22*01,ighj3*02
40718,ighv3-7*05,ighd6-19*01,ighj1*01
40719,ighv3-74*03,ighd6-19*01,ighj4*02
40720,ighv3-43d*03,ighd6-13*01,ighj6*01
40721,ighv1-18*03,ighd3-10*01,ighj6*04
40722,ighv1-24*01,ighd1-1*01,ighj4*02
40723,ighv3-72*01,ighd3-22*01,ighj4*02
